,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
4129,9129,For sale,centrs,Skolas 25,4,125.0,4.0,5.0,P. kara,Masonry,All amenities
4131,9131,For sale,Bolderāja,Platā 22,1,41.0,8.0,9.0,Specpr.,Brick-Panel,All amenities
4132,9132,For sale,Berģi,Jaunības 11,3,140.0,3.0,3.0,Jaun.,Brick-Panel,All amenities
4134,9134,For sale,Pļavnieki,Slāvu 15,2,50.0,5.0,9.0,602.,Panel,All amenities
4135,9135,For sale,Pļavnieki,Deglava 122,3,79.0,4.0,9.0,119.,Panel,All amenities
4136,9136,For sale,Ķengarags,Bultu 3,1,32.0,7.0,9.0,467.,Panel,All amenities
4137,9137,For sale,Ķengarags,Lokomotīves 82,3,58.0,9.0,9.0,467.,Panel,All amenities
4140,9140,For sale,Bolderāja,Platā 22,1,40.0,9.0,9.0,Specpr.,Brick,All amenities
4143,9143,For sale,Sarkandaugava,Sliežu 33,2,49.0,3.0,5.0,Hrušč.,Brick,All amenities
4144,9144,For sale,Ziepniekkalns,Īslīces 14,1,36.0,10.0,12.0,Specpr.,Brick,All amenities
4145,9145,For sale,Pļavnieki,Ilūkstes 6,1,41.0,8.0,9.0,M. ģim.,Panel,All amenities
4148,9148,For sale,Purvciems,Žagatu 20a,3,62.0,5.0,9.0,602.,Panel,All amenities
4149,9149,For sale,Dārzciems,Ļaudonas 1,2,132.0,2.0,2.0,Jaun.,Brick-Panel,All amenities
4150,9150,For sale,Teika,Vidrižu 1.c,3,72.0,1.0,7.0,Specpr.,Brick-Panel,All amenities
4151,9151,For sale,Jugla,Silciema 7,2,44.0,4.0,5.0,Hrušč.,Panel,All amenities
4152,9152,For sale,Ķengarags,Prūšu 22,2,42.0,3.0,5.0,Hrušč.,Brick,All amenities
4155,9155,For sale,Ziepniekkalns,Tadaiķu 8/2,2,30.0,3.0,3.0,Hrušč.,Brick,All amenities
4157,9157,For sale,Āgenskalns,Alīses 5,2,71.0,1.0,5.0,Renov.,Masonry,All amenities
4158,9158,For sale,Ķengarags,Maskavas 252k5,2,48.0,3.0,5.0,LT proj.,Panel,All amenities
4159,9159,For sale,Purvciems,Burtnieku 33,1,19.0,3.0,5.0,M. ģim.,Brick,All amenities
4166,9166,For sale,centrs,Skolas 4,4,121.0,5.0,5.0,P. kara,Brick,All amenities
4167,9167,For sale,Zolitūde,Lejiņa 3,2,58.0,5.0,9.0,119.,Panel,All amenities
4168,9168,For sale,Imanta,Jūrmalas g. 92,3,60.0,9.0,9.0,Jaun.,Panel,All amenities
4169,9169,For sale,Imanta,Jūrmalas g. 82,2,47.0,9.0,9.0,Jaun.,Panel,All amenities
4170,9170,For sale,centrs,Alūksnes 1,1,25.0,3.0,6.0,Renov.,Masonry,All amenities
4172,9172,For sale,Vecrīga,Arsenāla 7,3,80.0,3.0,4.0,P. kara,Masonry,All amenities
4176,9176,For sale,centrs,Vesetas 10,3,86.0,5.0,7.0,Specpr.,Brick-Panel,All amenities
4178,9178,For sale,Pļavnieki,Ulbrokas 22,3,62.0,5.0,9.0,602.,Panel,All amenities
4183,9183,For sale,Ziepniekkalns,Līvciema 10,3,73.0,3.0,5.0,Specpr.,Brick-Panel,All amenities
4184,9184,For sale,Jugla,Vidzemes al. 5,1,33.0,6.0,12.0,Čehu pr.,Brick-Panel,All amenities
4189,9189,For sale,Vecmīlgrāvis,Emmas 28,2,39.0,1.0,4.0,Jaun.,Brick,All amenities
4190,9190,For sale,Dārzciems,Zeltiņu 56,1,43.0,4.0,5.0,M. ģim.,Panel,All amenities
4192,9192,For sale,Klīversala,St. Rusas 22a,2,60.0,2.0,5.0,Specpr.,Panel-Brick,All amenities
4193,9193,For sale,centrs,Klijānu 6,3,53.1,3.0,9.0,Jaun.,Panel-Brick,All amenities
4194,9194,For sale,Purvciems,Burtnieku 36a,2,57.0,3.0,5.0,Jaun.,Brick-Panel,All amenities
4195,9195,For sale,centrs,Ģertrūdes 93,1,49.0,4.0,5.0,P. kara,Masonry,All amenities
4196,9196,For sale,centrs,Valdemāra 57,3,88.0,3.0,6.0,P. kara,Masonry,All amenities
4199,9199,For sale,Dārzciems,Stopiņu 8,3,59.0,1.0,3.0,Renov.,Masonry,All amenities
4202,9202,For sale,centrs,Brīvības iela 152,3,71.0,7.0,8.0,Specpr.,Brick,All amenities
4203,9203,For sale,Maskavas priekšpilsēta,Daugavpils 49,1,22.0,3.0,5.0,P. kara,Masonry,All amenities
4204,9204,For sale,Iļģuciems,Spilves 37,3,68.0,4.0,5.0,LT proj.,Panel,All amenities
4207,9207,For sale,Čiekurkalns,Rusova 28,1,14.0,1.0,5.0,M. ģim.,Panel,All amenities
4208,9208,For sale,Ķengarags,Ikšķiles 7a,2,51.0,1.0,9.0,467.,Panel,All amenities
4211,9211,For sale,Vecmīlgrāvis,Meldru 10,1,18.0,3.0,4.0,M. ģim.,Brick,All amenities
4212,9212,For sale,Imanta,Kurzemes pr. 82,2,50.0,9.0,9.0,602.,Panel,All amenities
4214,9214,For sale,Iļģuciems,Buļļu 4,4,92.0,1.0,2.0,P. kara,Wood,All amenities
4215,9215,For sale,Purvciems,Stirnu 14,1,42.0,3.0,5.0,M. ģim.,Panel,All amenities
4216,9216,For sale,Krasta r-ns,Maskavas 243,2,49.0,5.0,9.0,467.,Panel,All amenities
4217,9217,For sale,Zolitūde,Zolitūdes 46,3,70.0,3.0,9.0,119.,Panel,All amenities
4219,9219,For sale,Ķengarags,Salaspils 12,3,61.0,3.0,5.0,LT proj.,Panel,All amenities
4220,9220,For sale,Zolitūde,Anniņmuižas 13,3,110.0,2.0,12.0,Jaun.,Panel,All amenities
4222,9222,For sale,Imanta,Anniņmuižas bulvāris 38/2,2,102.0,1.0,16.0,Jaun.,Panel,All amenities
4223,9223,For sale,Ziepniekkalns,Ozolciema 8,1,34.0,2.0,12.0,M. ģim.,Brick,All amenities
4228,9228,For sale,Purvciems,Andromedas g. 12,3,60.0,5.0,5.0,LT proj.,Panel,All amenities
4229,9229,For sale,Čiekurkalns,Gaujas 19,2,45.0,3.0,5.0,Hrušč.,Brick-Panel,All amenities
4232,9232,For sale,Ziepniekkalns,Ozolciema 32/2,4,76.0,2.0,9.0,602.,Panel,All amenities
4233,9233,For sale,Purvciems,Pūces 53,2,48.0,3.0,9.0,467.,Panel-Brick,All amenities
4235,9235,For sale,Daugavgrīva,Parādes 9a,1,29.0,1.0,2.0,Hrušč.,Brick,All amenities
4236,9236,For sale,Pļavnieki,Deglava 104,3,75.0,5.0,9.0,119.,Panel,All amenities
4240,9240,For sale,Iļģuciems,Dzirciema 71,2,51.0,7.0,9.0,602.,Panel,All amenities
4241,9241,For sale,Purvciems,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities
4242,9242,For sale,Jugla,Juglas 21,2,45.0,2.0,5.0,Hrušč.,Panel,All amenities
4243,9243,For sale,Imanta,Auru 13,2,49.0,1.0,5.0,LT proj.,Panel,All amenities
4246,9246,For sale,centrs,Rūpniecības 22,4,108.0,2.0,7.0,Specpr.,Brick,All amenities
4249,9249,For sale,Purvciems,Andromedas g. 8,2,40.0,3.0,5.0,LT proj.,Panel,All amenities
4250,9250,For sale,Maskavas priekšpilsēta,Maskavas 180,1,36.0,1.0,5.0,Specpr.,Brick,All amenities
4251,9251,For sale,Āgenskalns,Alīses 6,2,44.0,2.0,5.0,Hrušč.,Panel,All amenities
4253,9253,For sale,Maskavas priekšpilsēta,Maskavas 266/3,2,46.0,4.0,5.0,Specpr.,Panel,All amenities
4254,9254,For sale,Imanta,Slokas 173,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
4256,9256,For sale,Imanta,Akāciju 2d,2,51.0,4.0,9.0,Jaun.,Panel,All amenities
4258,9258,For sale,centrs,Hospitāļu 7,3,67.0,4.0,5.0,103.,Panel-Brick,All amenities
4259,9259,For sale,Āgenskalns,Mārupes 51,2,56.0,5.0,5.0,Specpr.,Brick,All amenities
4261,9261,For sale,centrs,Eksporta 4,6,204.0,2.0,5.0,P. kara,Masonry,All amenities
4264,9264,For sale,Daugavgrīva,Lēpju 9,3,55.0,1.0,5.0,Hrušč.,Brick,All amenities
4265,9265,For sale,centrs,Ģertrūdes 62,3,84.0,3.0,6.0,P. kara,Brick,All amenities
4266,9266,For sale,Mežciems,Biķernieku 220,1,35.0,2.0,5.0,103.,Brick-Panel,All amenities
4269,9269,For sale,centrs,Pļavas 5,2,82.0,1.0,2.0,P. kara,Wood,All amenities
4270,9270,For sale,Vecmīlgrāvis,Melīdas 1,1,43.0,5.0,5.0,M. ģim.,Panel-Brick,All amenities
4272,9272,For sale,centrs,Lāčplēša 13,3,83.0,2.0,6.0,Renov.,Masonry,All amenities
4273,9273,For sale,Bolderāja,Lielupes 60,3,68.0,3.0,5.0,LT proj.,Panel,All amenities
4277,9277,For sale,Jugla,Murjāņu 6,3,97.0,2.0,4.0,Jaun.,Panel-Brick,All amenities
4280,9280,For sale,centrs,Bruņinieku 28,4,116.0,3.0,6.0,P. kara,Masonry,All amenities
4286,9286,For sale,centrs,Ganību d. 13k1,1,58.0,2.0,8.0,Jaun.,Panel-Brick,All amenities
4287,9287,For sale,centrs,Čaka 132,2,46.0,5.0,6.0,P. kara,Masonry,All amenities
4288,9288,For sale,Imanta,Kurzemes pr. 12,2,49.0,5.0,5.0,LT proj.,Panel,All amenities
4289,9289,For sale,Āgenskalns,Bāriņu 1a,1,24.0,3.0,4.0,Hrušč.,Brick,All amenities
4290,9290,For sale,centrs,Čaka 68,3,112.0,4.0,6.0,P. kara,Brick,All amenities
4293,9293,For sale,Purvciems,Dzelzavas 31,1,29.0,4.0,5.0,LT proj.,Brick-Panel,All amenities
4297,9297,For sale,Imanta,Kooperatīva 4a,1,27.27,4.0,5.0,LT proj.,Panel,All amenities
4298,9298,For sale,centrs,Hospitāļu 35,3,56.0,2.0,7.0,Specpr.,Brick,All amenities
4300,9300,For sale,Maskavas priekšpilsēta,Pirts 9,2,34.0,4.0,4.0,P. kara,Masonry,All amenities
4302,9302,For sale,Imanta,Akāciju 2e,3,60.0,8.0,9.0,Jaun.,Panel,All amenities
4303,9303,For sale,Ķengarags,Maskavas 266/3,2,46.0,1.0,5.0,Hrušč.,Panel,All amenities
4304,9304,For sale,Pļavnieki,Dzeņu 12,3,62.0,2.0,9.0,602.,Panel,All amenities
4305,9305,For sale,Vecrīga,Kungu 25,1,23.0,2.0,6.0,Specpr.,Panel,All amenities
4306,9306,For sale,Vecrīga,Kungu 25,3,57.0,2.0,6.0,Specpr.,Panel,All amenities
4307,9307,For sale,Vecrīga,Kungu 25,1,26.0,2.0,6.0,Specpr.,Panel,All amenities
4308,9308,For sale,Vecrīga,Kungu 25,1,29.0,2.0,6.0,Specpr.,Panel,All amenities
4309,9309,For sale,Vecrīga,Kungu 25,2,31.0,3.0,6.0,Specpr.,Panel,All amenities
4310,9310,For sale,Teika,Aizkraukles 32,2,43.0,3.0,3.0,Hrušč.,Brick,All amenities
4311,9311,For sale,centrs,Dzirnavu 3a,3,92.0,1.0,5.0,P. kara,Masonry,All amenities
4312,9312,For sale,centrs,Sapieru 3b,1,23.0,4.0,5.0,Jaun.,Masonry,All amenities
4313,9313,For sale,Purvciems,Dzelzavas 39,3,65.0,3.0,9.0,602.,Panel,All amenities
4315,9315,For sale,Mežaparks,Viestura pr. 35,2,46.0,1.0,9.0,Specpr.,Brick-Panel,All amenities
4324,9324,For sale,Purvciems,Dzelzavas 75,3,59.0,2.0,9.0,467.,Panel,All amenities
4326,9326,For sale,Ziepniekkalns,Līvciema 10,3,73.0,2.0,5.0,Specpr.,Panel,All amenities
4328,9328,For sale,Pļavnieki,Zemes 5,1,42.0,7.0,9.0,M. ģim.,Panel,All amenities
4331,9331,For sale,Āgenskalns,Kuldīgas 10,2,37.0,2.0,2.0,Specpr.,Wood,Partial amenities
4332,9332,For sale,centrs,Matīsa 82,5,68.0,2.0,2.0,Specpr.,Wood,Partial amenities
4333,9333,For sale,Vecmīlgrāvis,Dombrovska 7,2,28.0,2.0,2.0,Specpr.,Wood,Partial amenities
4334,9334,For sale,Vecmīlgrāvis,Dombrovska 9b,1,27.0,2.0,2.0,Specpr.,Wood,Partial amenities
4335,9335,For sale,Ziepniekkalns,Vienības g. 192,3,112.0,1.0,5.0,Jaun.,Masonry,All amenities
4336,9336,For sale,Purvciems,Vaidavas 2,2,43.0,1.0,5.0,Hrušč.,Brick,All amenities
4337,9337,For sale,Ziepniekkalns,Vadakstes 20,1,35.0,5.0,5.0,Hrušč.,Brick,All amenities
4339,9339,For sale,centrs,Katrīnas d. 5,3,70.0,5.0,5.0,Specpr.,Brick-Panel,All amenities
4340,9340,For sale,Ziepniekkalns,Zaļenieku 40,2,31.0,2.0,5.0,Hrušč.,Brick,All amenities
4343,9343,For sale,Ziepniekkalns,Kaplavas 5,3,117.0,2.0,6.0,Jaun.,Masonry,All amenities
4344,9344,For sale,Maskavas priekšpilsēta,Ebreju 10,1,34.0,5.0,5.0,103.,Brick-Panel,All amenities
4345,9345,For sale,Mangaļi,Mores 7,3,57.0,2.0,5.0,Hrušč.,Panel,All amenities
4346,9346,For sale,Aplokciems,Mores 7,3,57.0,2.0,5.0,Hrušč.,Panel,All amenities
4347,9347,For sale,Vecrīga,Smilšu 10,4,120.0,4.0,7.0,Jaun.,Masonry,All amenities
4351,9351,For sale,Āgenskalns,Kuģu 26,3,60.0,3.0,5.0,Jaun.,Brick-Panel,All amenities
4355,9355,For sale,Grīziņkalns,Asara 12,3,60.0,4.0,5.0,Renov.,Masonry,All amenities
4356,9356,For sale,Ziepniekkalns,Vienības g. 192,3,84.0,3.0,5.0,Jaun.,Panel,All amenities
4357,9357,For sale,Āgenskalns,Zemaišu 4,1,30.0,3.0,4.0,Hrušč.,Brick,All amenities
4358,9358,For sale,centrs,Valdemāra 57/59,3,84.0,5.0,7.0,Renov.,Masonry,All amenities
4360,9360,For sale,centrs,Lāčplēša 43,3,51.0,4.0,5.0,P. kara,Masonry,All amenities
4361,9361,For sale,Maskavas priekšpilsēta,Jersikas 25,1,20.0,2.0,2.0,P. kara,Wood,Partial amenities
4362,9362,For sale,Mežciems,Biķernieku 250,1,12.0,1.0,2.0,Staļina,Wood,All amenities
4363,9363,For sale,Ķengarags,Krustpils 46,3,51.0,1.0,2.0,Specpr.,Brick,Partial amenities
4364,9364,For sale,Zasulauks,Tapešu 2,1,31.0,1.0,2.0,Staļina,Masonry,Partial amenities
4366,9366,For sale,centrs,Marijas 15,4,92.0,5.0,7.0,P. kara,Masonry,All amenities
4367,9367,For sale,centrs,Zirņu 5,2,49.0,5.0,9.0,467.,Brick-Panel,All amenities
4368,9368,For sale,Ķengarags,Glūdas 11,2,48.0,4.0,5.0,LT proj.,Panel,All amenities
4370,9370,For sale,Teika,Burtnieku 36a,2,57.0,3.0,5.0,Jaun.,Brick-Panel,All amenities
4372,9372,For sale,Vecmīlgrāvis,Dombrovska 11,3,40.0,3.0,3.0,Staļina,Masonry,All amenities
4376,9376,For sale,Pļavnieki,Dzeņu 10,4,77.0,4.0,9.0,602.,Panel,All amenities
4378,9378,For sale,Pļavnieki,Salnas 3,4,77.0,4.0,9.0,602.,Panel,All amenities
4381,9381,For sale,Zolitūde,Lejiņa 3,2,58.0,5.0,9.0,119.,Panel,All amenities
4384,9384,For sale,Zolitūde,Rostokas 22,4,90.0,1.0,9.0,119.,Panel,All amenities
4386,9386,For sale,Vecmīlgrāvis,Atlantijas 67,2,62.0,2.0,3.0,Staļina,Masonry,All amenities
4393,9393,For sale,centrs,Kalniņa 1,1,25.0,5.0,5.0,Renov.,Masonry,All amenities
4394,9394,For sale,centrs,Kalniņa 1,1,33.0,5.0,5.0,Renov.,Masonry,All amenities
4395,9395,For sale,centrs,Kalniņa 1,1,24.0,5.0,5.0,Renov.,Masonry,All amenities
4397,9397,For sale,centrs,Kalniņa 1,1,27.0,5.0,5.0,Renov.,Masonry,All amenities
4398,9398,For sale,centrs,Kalniņa 1,1,31.0,5.0,5.0,Renov.,Masonry,All amenities
4406,9406,For sale,Dārzciems,Slāvu 13/2,4,76.0,6.0,9.0,602.,Panel,All amenities
4409,9409,For sale,Mežciems,Kaivas 50,2,57.0,3.0,5.0,Jaun.,Masonry,All amenities
4410,9410,For sale,centrs,Dzirnavu 63,5,141.0,3.0,6.0,P. kara,Masonry,All amenities
4411,9411,For sale,Grīziņkalns,Laboratorijas 23,1,20.0,1.0,2.0,P. kara,Wood,Partial amenities
4412,9412,For sale,Vecmīlgrāvis,Emmas 7,3,67.0,2.0,5.0,LT proj.,Panel,All amenities
4413,9413,For sale,centrs,Ģertrūdes 9,5,169.0,4.0,6.0,P. kara,Masonry,All amenities
4414,9414,For sale,Dzegužkalns,Dzirciema 27,2,45.0,11.0,12.0,Čehu pr.,Brick-Panel,All amenities
4415,9415,For sale,Āgenskalns,Dzirciema 71,2,50.0,6.0,9.0,602.,Panel,All amenities
4416,9416,For sale,Teika,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities
4417,9417,For sale,centrs,Eksporta 8,5,150.0,1.0,2.0,Jaun.,Masonry,All amenities
4422,9422,For sale,Iļģuciems,Skujenes 13,2,45.0,2.0,5.0,LT proj.,Brick-Panel,All amenities
4423,9423,For sale,Vecmīlgrāvis,Melīdas 1,1,43.0,5.0,5.0,M. ģim.,Panel,All amenities
4424,9424,For sale,Vecmīlgrāvis,Vecmīlgrāvja 1. l. 37,1,28.0,1.0,5.0,LT proj.,Panel,All amenities
4426,9426,For sale,centrs,Sadovņikova 21,3,66.0,3.0,5.0,Specpr.,Brick,All amenities
4428,9428,For sale,Mežciems,Celmu 10,1,27.0,4.0,5.0,LT proj.,Panel,All amenities
4434,9434,For sale,centrs,Pērnavas 39,1,28.0,5.0,6.0,P. kara,Brick,All amenities
4438,9438,For sale,Katlakalns,Bauskas 205,2,54.0,4.0,9.0,602.,Panel,All amenities
4439,9439,For sale,Purvciems,Stirnu 20,2,53.0,1.0,5.0,Jaun.,Masonry,All amenities
4440,9440,For sale,Purvciems,Stirnu 20,3,73.0,1.0,4.0,Jaun.,Masonry,All amenities
4441,9441,For sale,Ziepniekkalns,Valdeķu 1,3,60.0,5.0,5.0,Hrušč.,Brick,All amenities
4442,9442,For sale,Purvciems,Upeņu 17,2,62.0,2.0,8.0,Jaun.,Panel,All amenities
4445,9445,For sale,Imanta,Anniņmuižas bulvāris 43,3,170.0,23.0,24.0,Jaun.,Brick-Panel,All amenities
4446,9446,For sale,centrs,Ganību d. 40a,1,32.0,3.0,3.0,P. kara,Brick,Partial amenities
4447,9447,For sale,Āgenskalns,Kristapa 10,1,17.0,2.0,4.0,M. ģim.,Brick,Partial amenities
4449,9449,For sale,Dārzciems,Strautu 23,1,39.0,3.0,5.0,M. ģim.,Panel,All amenities
4450,9450,For sale,Ķengarags,Maskavas 291/2,3,60.0,2.0,5.0,LT proj.,Panel,All amenities
4452,9452,For sale,Vecrīga,Šķūņu 6,1,42.0,3.0,4.0,P. kara,Masonry,All amenities
4453,9453,For sale,Vecrīga,Šķūņu 6,2,34.0,2.0,4.0,P. kara,Masonry,All amenities
4454,9454,For sale,Teika,Burtnieku 33,1,18.0,4.0,5.0,M. ģim.,Brick,All amenities
4456,9456,For sale,Vecrīga,Šķūņu 6,1,15.0,3.0,4.0,P. kara,Masonry,All amenities
4457,9457,For sale,Purvciems,Burtnieku 33,1,18.0,4.0,5.0,M. ģim.,Masonry,All amenities
4458,9458,For sale,Zolitūde,Ruses 3,4,90.0,7.0,9.0,119.,Panel,All amenities
4460,9460,For sale,Bolderāja,Platā 22,2,44.0,1.0,9.0,Specpr.,Brick,All amenities
4465,9465,For sale,centrs,Ausekļa 7,5,178.0,4.0,6.0,Renov.,Masonry,All amenities
4468,9468,For sale,Jugla,Vidzemes al. 3,2,46.0,8.0,12.0,Specpr.,Brick-Panel,All amenities
4470,9470,For sale,centrs,Ģertrūdes 86,1,32.0,6.0,6.0,P. kara,Masonry,All amenities
4474,9474,For sale,Iļģuciems,Šauļu 1,2,38.2,4.0,5.0,LT proj.,Panel,All amenities
4476,9476,For sale,Imanta,Kurzemes pr. 120,3,63.0,4.0,9.0,602.,Panel,All amenities
4477,9477,For sale,Daugavgrīva,Plēksnes 6,1,32.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities
4478,9478,For sale,Ķengarags,Prūšu 3/1,2,39.3,2.0,5.0,LT proj.,Panel,All amenities
4480,9480,For sale,centrs,Blaumaņa 9,3,92.0,6.0,6.0,Renov.,Masonry,All amenities
4482,9482,For sale,Ķengarags,Maskavas 259,2,37.0,5.0,5.0,LT proj.,Panel,All amenities
4485,9485,For sale,centrs,Brīvības iela 150,5,123.0,2.0,6.0,P. kara,Masonry,All amenities
4487,9487,For sale,Iļģuciems,Vaidelotes 19,1,33.0,5.0,5.0,Hrušč.,Brick,All amenities
4488,9488,For sale,Mežciems,Hipokrāta 9,1,48.0,10.0,16.0,104.,Panel,All amenities
4489,9489,For sale,Imanta,Dammes 17,3,68.0,5.0,5.0,LT proj.,Panel,All amenities
4490,9490,For sale,Pļavnieki,J. Vācieša 12,3,62.0,1.0,7.0,602.,Panel,All amenities
4500,9500,For sale,Sarkandaugava,Priežu 14,2,37.0,1.0,2.0,Specpr.,Masonry,Partial amenities
4501,9501,For sale,Mežciems,Eizenšteina 45,4,73.0,2.0,9.0,602.,Panel,Partial amenities
4509,9509,For sale,centrs,Tomsona 24,4,85.0,5.0,5.0,Renov.,Brick-Panel,All amenities
4511,9511,For sale,Dzegužkalns,Daugavgrīvas 56,2,48.0,7.0,9.0,467.,Panel,All amenities
4512,9512,For sale,Grīziņkalns,Sapieru 3,1,30.0,1.0,5.0,Jaun.,Masonry,All amenities
4515,9515,For sale,Purvciems,Pūces 51,3,63.0,6.0,9.0,602.,Panel,All amenities
4518,9518,For sale,Ķengarags,Maskavas 423,3,63.0,5.0,5.0,LT proj.,Panel,All amenities
4519,9519,For sale,Imanta,Anniņmuižas bulvāris 43,3,110.0,21.0,24.0,Jaun.,Panel,All amenities
4520,9520,For sale,centrs,Kalniņa 1,1,25.0,4.0,5.0,Renov.,Masonry,All amenities
4522,9522,For sale,centrs,Kalniņa 1,2,29.0,4.0,5.0,Renov.,Masonry,All amenities
4529,9529,For sale,centrs,Ģertrūdes 95a,5,133.0,4.0,4.0,P. kara,Masonry,All amenities
4532,9532,For sale,Pļavnieki,Grestes 8,4,75.0,7.0,9.0,467.,Panel,All amenities
4535,9535,For sale,Imanta,Jūrmalas g. 101,4,76.0,3.0,9.0,602.,Panel,All amenities
4538,9538,For sale,Imanta,M. Krūmu 6,2,50.0,3.0,5.0,LT proj.,Panel,All amenities
4540,9540,For sale,centrs,Dzirnavu 60,2,74.0,4.0,5.0,P. kara,Brick,All amenities
4541,9541,For sale,centrs,Avotu 4,1,26.2,2.0,5.0,Renov.,Masonry,All amenities
4542,9542,For sale,Imanta,Anniņmuižas bulvāris 43,3,112.0,21.0,24.0,Jaun.,Masonry,All amenities
4545,9545,For sale,Iļģuciems,Palangas 12,3,67.0,3.0,5.0,LT proj.,Panel,All amenities
4549,9549,For sale,Vecmīlgrāvis,Ledus 4,1,37.0,7.0,9.0,602.,Panel,All amenities
4550,9550,For sale,Ķengarags,Krustpils 73,1,18.0,2.0,3.0,M. ģim.,Brick,All amenities
4551,9551,For sale,Šķirotava,Krustpils 73 k-3,1,18.0,2.0,3.0,M. ģim.,Brick,All amenities
4553,9553,For sale,Pļavnieki,Krustpils 73-k-3,1,18.0,2.0,3.0,M. ģim.,Brick-Panel,All amenities
4554,9554,For sale,Krasta r-ns,Maskavas 192,3,68.0,5.0,9.0,Jaun.,Masonry,All amenities
4555,9555,For sale,Ķengarags,Lokomotīves 80,1,31.0,2.0,5.0,LT proj.,Panel,All amenities
4556,9556,For sale,Krasta r-ns,Maskavas 192,4,73.4,6.0,9.0,Jaun.,Panel,All amenities
4557,9557,For sale,centrs,Vesetas 26,3,63.0,6.0,8.0,Jaun.,Brick-Panel,All amenities
4560,9560,For sale,centrs,Tallinas 90,1,28.0,5.0,6.0,Renov.,Masonry,All amenities
4561,9561,For sale,centrs,Grostonas 21,3,92.0,6.0,8.0,Jaun.,Panel,All amenities
4562,9562,For sale,centrs,Kungu 25,3,132.0,3.0,6.0,Jaun.,Masonry,All amenities
4570,9570,For sale,centrs,Klijānu 16,3,91.0,6.0,9.0,Jaun.,Masonry,All amenities
4573,9573,For sale,centrs,Miera 86,3,55.0,5.0,6.0,P. kara,Brick,All amenities
4578,9578,For sale,centrs,Zaubes 9a,2,70.0,2.0,6.0,Jaun.,Masonry,All amenities
4581,9581,For sale,centrs,Dzirnavu 9,2,48.0,4.0,4.0,P. kara,Masonry,All amenities
4582,9582,For sale,centrs,Zaubes 9a,2,54.0,3.0,6.0,Jaun.,Masonry,All amenities
4583,9583,For sale,centrs,Zaubes 9a,2,74.0,3.0,6.0,Jaun.,Masonry,All amenities
4584,9584,For sale,centrs,Zaubes 9a,3,95.0,3.0,6.0,Jaun.,Masonry,All amenities
4589,9589,For sale,Ziepniekkalns,Valdeķu 62,2,51.6,9.0,9.0,602.,Panel,All amenities
4590,9590,For sale,Imanta,Kurzemes pr. 118,4,76.37,8.0,9.0,602.,Panel,All amenities
4593,9593,For sale,Imanta,Dammes 104,1,28.0,5.0,5.0,LT proj.,Panel,All amenities
4595,9595,For sale,Imanta,Jūrmalas g. 93,3,71.0,4.0,5.0,LT proj.,Panel,All amenities
4598,9598,For sale,Ziepniekkalns,Ozolciema 46/1,3,62.0,3.0,9.0,602.,Panel,All amenities
4604,9604,For sale,Torņakalns,Vēja 7,1,33.0,2.0,2.0,P. kara,Wood,Without amenities
4606,9606,For sale,Purvciems,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities
4607,9607,For sale,Imanta,Kurzemes pr. 82,2,50.0,9.0,9.0,602.,Panel,All amenities
4611,9611,For sale,Dārzciems,Stopiņu 14,3,82.0,4.0,5.0,Jaun.,Masonry,All amenities
4612,9612,For sale,Purvciems,Nīcgales 36,2,49.0,1.0,5.0,Jaun.,Masonry,All amenities
4615,9615,For sale,Purvciems,Stirnu 35,4,77.0,4.0,9.0,602.,Panel,All amenities
4617,9617,For sale,Pļavnieki,Salnas 5,2,52.0,6.0,9.0,602.,Panel,All amenities
4620,9620,For sale,Ziepniekkalns,Ozolciema 42,5,94.0,1.0,9.0,602.,Panel-Brick,All amenities
4621,9621,For sale,Imanta,Anniņmuižas bulvāris 38,2,106.0,1.0,17.0,Jaun.,Masonry,All amenities
4623,9623,For sale,centrs,Pulkv. Brieža 13,3,75.0,4.0,5.0,Renov.,Brick,All amenities
4625,9625,For sale,Maskavas priekšpilsēta,Jersikas 16,1,30.0,2.0,1.0,Priv. m.,Wood,All amenities
4627,9627,For sale,Ķengarags,Lokomotīves 70a,3,59.0,5.0,5.0,LT proj.,Panel,All amenities
4629,9629,For sale,Ķengarags,Lokomotīves 78,2,50.0,5.0,5.0,LT proj.,Panel,All amenities
4630,9630,For sale,Vecmīlgrāvis,Edžiņa g. 5,3,67.0,4.0,5.0,LT proj.,Panel,All amenities
4631,9631,For sale,centrs,Eksporta 8,3,110.0,1.0,2.0,Jaun.,Masonry,All amenities
4637,9637,For sale,centrs,Tērbatas 82a,3,62.0,2.0,5.0,P. kara,Masonry,All amenities
4641,9641,For sale,centrs,Avotu 15,2,44.0,3.0,3.0,P. kara,Wood,All amenities
4643,9643,For sale,Daugavgrīva,Zvīņu 1,2,60.0,2.0,2.0,Specpr.,Wood,Partial amenities
4644,9644,For sale,centrs,Matīsa 82,2,43.0,2.0,2.0,P. kara,Wood,Partial amenities
